unit_id,housing_type,bedrooms,bathrooms,full_bathrooms,half_bathrooms,maximum_occupants,square_footage,minimum_stay_duration,has_rest_days,is_in_hoa,is_sub_unit,city_name,county,zip5,state_name_short,unit_latitude,unit_longitude
561,house,3,3,2,1,11,3294,2,false,false,false,Neskowin,Tillamook,97149,OR,45.133884,-123.971585
570,cabin,2,2,2,0,8,1484,2,false,false,false,Rhododendron,Clackamas,97049,OR,45.367834,-121.995524
600,house,3,2,2,0,6,1400,3,false,false,false,Sunriver,Deschutes,97707,OR,43.887782,-121.422053
902,condo,1,1,1,0,4,302,1,false,false,true,Squaw Valley,Placer,96146,CA,39.199100,-120.218075
966,duplex,3,2,2,0,6,1528,3,false,false,false,Gleneden Beach,Lincoln,97388,OR,44.879153,-124.035683
1297,townhouse,4,5,5,0,12,2555,3,false,false,false,Cottonwood Heights,Salt Lake,84121,UT,40.600605,-111.794478
1338,house,3,2,2,0,6,1513,2,false,false,false,Mendocino,Mendocino,95460,CA,39.339854,-123.812974
1986,house,5,3,3,0,12,2947,2,false,false,false,Fort Bragg,Mendocino,95437,CA,39.557152,-123.764937
2378,condo,2,2,2,0,6,1327,1,false,false,false,Panama City Beach,Bay,32408,FL,30.168927,-85.789136
2857,house,3,2,1,1,7,1052,2,false,false,true,Rockaway Beach,Tillamook,97136,OR,45.625364,-123.943877
3110,house,3,4,3,1,8,2142,2,false,false,false,Eagle Crest,Deschutes,97756,OR,44.259791,-121.273210
3322,condo,2,2,2,0,4,1018,2,false,false,false,La Quinta,Riverside,92253,CA,33.648209,-116.271754
3452,condo,1,1,1,0,4,806,2,false,false,false,Chelan,Chelan,98816,WA,47.854262,-120.061595
3728,condo,1,2,1,1,4,776,2,false,false,false,Galveston,Galveston,77550,TX,29.294878,-94.782434
4069,condo,2,2,2,0,6,1472,2,false,false,false,Sun Valley,Blaine,83353,ID,43.683366,-114.336329
4636,studio,0,1,1,0,2,328,2,false,false,false,Lincoln City,Lincoln,97367,OR,44.939294,-124.022741
4668,house,3,2,2,0,6,1285,2,false,false,false,Leavenworth,Chelan,98826,WA,47.732532,-120.658207
4929,studio,0,1,1,0,4,567,1,false,false,false,Fredericksburg,Gillespie,78624,TX,30.307593,-98.814450
4932,cabin,6,4,3,1,14,2868,2,false,false,false,Rhododendron,Clackamas,97049,OR,45.366040,-121.932079
5311,house,3,2,2,0,6,2486,2,false,false,false,Sea Ranch,Sonoma,95497,CA,38.740484,-123.502954
5418,house,5,3,3,0,12,2716,3,false,false,false,Sunriver,Deschutes,97707,OR,43.892962,-121.445097
5582,house,3,2,2,0,8,1701,2,false,false,false,Sisters,Deschutes,97759,OR,44.285694,-121.548878
5947,apartment,2,1,1,0,4,1449,2,false,false,false,McMinnville,Yamhill,97128,OR,45.173094,-123.211862
6074,condo,1,1,1,0,6,807,3,false,false,false,Solitude,Salt Lake,84121,UT,40.619897,-111.591492
6612,cabin,0,1,1,0,2,600,1,false,false,false,Sautee Nacoochee,White,30571,GA,34.740153,-83.683836
6614,cabin,2,2,2,0,5,1020,2,false,false,false,Sautee Nacoochee,White,30571,GA,34.751351,-83.665948
6635,cabin,1,1,1,0,2,600,1,false,false,false,Sautee Nacoochee,White,30571,GA,34.740478,-83.684267
6713,house,3,2,2,0,9,1731,2,false,false,false,Rockaway Beach,Tillamook,97136,OR,45.624841,-123.943960
6722,condo,1,2,2,0,4,737,2,false,false,false,Lincoln City,Lincoln,97367,OR,44.987890,-124.013091
7092,condo,3,2,2,0,6,1456,3,false,false,false,Panama City Beach,Bay,32408,FL,30.147468,-85.761473
8338,cabin,5,3,3,0,10,2420,2,false,false,false,Sevierville,Sevier,37862,TN,35.801130,-83.606758
8343,cabin,1,2,1,1,2,800,1,false,false,false,Pigeon Forge,Sevier,37863,TN,35.785901,-83.570841
8550,condo,3,3,3,0,7,1389,2,false,false,false,Mammoth Lakes,Mono,93546,CA,37.644099,-119.000321
8746,house,4,2,2,0,10,1587,2,false,false,false,Rockaway Beach,Tillamook,97136,OR,45.584517,-123.950164
8907,condo,2,2,2,0,6,1055,1,false,false,false,Panama City Beach,Bay,32407,FL,30.185403,-85.820893
9526,duplex,3,2,2,0,8,1513,2,false,false,false,Pacific City,Tillamook,97135,OR,45.210334,-123.966391
10051,condo,3,2,2,0,6,1200,2,false,false,false,Warren,Washington,05674,VT,44.137932,-72.885369
10136,house,1,2,2,0,4,900,1,false,false,false,Coupeville,Island,98239,WA,48.223760,-122.730817
10156,house,2,2,2,0,6,1160,2,false,false,false,South Lake Tahoe,El Dorado,96150,CA,38.862412,-119.997425
10448,condo,2,2,2,0,6,1050,1,false,false,false,Panama City Beach,Bay,32413,FL,30.240282,-85.924611
10534,house,3,1,1,0,6,796,2,false,false,false,Oakland,Garrett,21550,MD,39.502278,-79.409010
10654,studio,0,1,1,0,4,200,1,false,false,false,Key West,Monroe,33040,FL,24.548788,-81.801618
10702,condo,2,2,2,0,6,770,1,false,false,false,Key West,Monroe,33040,FL,24.560032,-81.752869
10752,cabin,3,3,2,1,8,703,3,false,false,true,Key West,Monroe,33040,FL,24.550829,-81.799921
10913,condo,3,2,2,0,8,2030,2,false,false,false,Lahaina,Maui,96761,HI,20.970138,-156.678577
11071,cabin,2,3,2,1,6,1974,2,false,false,false,Florence,Lane,97439,OR,43.904101,-124.101135
11193,house,2,2,2,0,4,1506,2,false,false,false,Sea Ranch,Sonoma,95497,CA,38.750200,-123.510087
11195,condo,2,2,2,0,4,1313,1,false,false,false,Ketchum,Blaine,83353,ID,43.692103,-114.361320
11257,condo,2,2,2,0,8,1232,3,false,false,false,Hilton Head,Beaufort,29928,SC,32.165454,-80.718265
11461,suite,1,2,1,1,4,786,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.206501,-80.685117
11623,condo,2,3,2,1,7,1360,3,false,false,false,Hilton Head,Beaufort,29928,SC,32.206711,-80.684975
12014,house,2,1,1,0,8,1102,2,false,false,false,South Lake Tahoe,El Dorado,96150,CA,38.930178,-119.958109
12044,house,3,2,2,0,6,1980,2,false,false,false,Leavenworth,Chelan,98826,WA,47.728432,-120.661031
12349,house,3,2,2,0,6,1700,2,false,false,false,Shaver Lake,Fresno,93664,CA,37.076058,-119.333623
12634,cabin,2,2,1,1,6,1156,1,false,false,false,Big Bear Lake,San Bernardino,92315,CA,34.241890,-116.872319
12786,condo,2,1,1,0,6,740,1,false,false,false,Corpus Christi,Nueces,78418,TX,27.622774,-97.223039
13359,house,3,3,2,1,6,1620,2,false,false,false,Oakland,Garrett,21550,MD,39.517376,-79.327895
13606,condo,1,1,1,0,2,700,7,false,false,false,Bradenton Beach,Manatee,34217,FL,27.475794,-82.700851
13754,villa,3,3,2,1,6,1610,7,false,false,false,Holmes Beach,Manatee,34217,FL,27.512246,-82.718367
13829,condo,2,2,2,0,6,1381,2,false,false,false,Dover,Bonner,83825,ID,48.245289,-116.609005
14015,house,3,2,2,0,7,1896,2,false,false,false,McCall,Valley,83638,ID,44.866600,-116.131776
14040,condo,2,1,1,0,4,996,2,false,false,false,McCall,Valley,83638,ID,44.918884,-116.091310
14749,house,2,2,2,0,7,1144,2,false,false,false,Waldport,Lincoln,97394,OR,44.418083,-124.080675
14787,cabin,2,2,2,0,5,1250,2,false,false,false,Cherry Log,Gilmer,30522,GA,34.828502,-84.395576
14943,condo,2,2,2,0,6,975,1,false,false,false,Keystone,Summit,80435,CO,39.607687,-105.927053
15397,condo,1,2,2,0,4,811,2,false,false,false,Kihei,Maui,96753,HI,20.712165,-156.444286
15695,house,3,2,2,0,8,1236,3,false,false,false,Kiawah Island,Charleston,29455,SC,32.598121,-80.104706
15914,house,2,2,2,0,6,1100,1,false,false,false,Moab,San Juan,84532,UT,38.477124,-109.458021
15965,condo,2,3,2,1,6,"",2,false,true,false,Dillon,Summit,80435,CO,39.637566,-106.046362
16266,house,3,3,3,0,8,2200,2,false,false,false,Groveland,Tuolumne,95321,CA,37.847035,-120.195455
16295,townhouse,3,3,3,0,8,1595,2,false,false,false,Big Sky,Madison,59716,MT,45.285970,-111.395243
16316,apartment,1,1,1,0,2,385,1,false,false,false,Key West,Monroe,33040,FL,24.550987,-81.799724
16490,condo,2,2,2,0,6,865,1,false,false,false,Silverthorne,Summit,80498,CO,39.618755,-106.103515
16611,townhouse,2,2,2,0,5,1636,2,false,false,false,Newport,Lincoln,97365,OR,44.618302,-124.054432
16688,cottage,1,3,2,1,4,1700,2,false,false,true,Kilauea,Kauai,96754,HI,22.222974,-159.444330
16744,townhouse,3,3,2,1,8,1800,3,false,false,false,Princeville,Kauai,96722,HI,22.222406,-159.480114
16834,condo,2,1,1,0,5,1043,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.171771,-80.720244
16872,condo,1,1,1,0,4,590,3,false,false,false,Bradenton Beach,Manatee,34217,FL,27.466920,-82.697847
16947,condo,3,3,3,0,8,2081,3,false,false,false,Orange Beach,Baldwin,36561,AL,30.293133,-87.552314
17321,condo,2,2,2,0,4,1200,2,false,false,false,St. Augustine,St. Johns,32080,FL,29.837748,-81.266831
17336,condo,2,2,2,0,6,1200,5,false,false,false,Beaver Creek,Eagle,81620,CO,39.606632,-106.516456
17509,condo,3,2,2,0,11,1300,2,false,false,false,Angel Fire,Colfax,87710,NM,36.389497,-105.275644
17529,condo,2,2,2,0,9,1178,2,false,false,false,Angel Fire,Colfax,87710,NM,36.387060,-105.274843
17710,condo,2,2,2,0,4,832,7,false,false,false,Holmes Beach,Manatee,34217,FL,27.490946,-82.707521
17919,condo,1,2,1,1,4,682,2,false,false,false,Ocean City,Worcester,21842,MD,38.408683,-75.057419
17962,house,2,2,2,0,7,1800,2,false,false,false,Eastsound,San Juan,98245,WA,48.704974,-122.863828
17984,cottage,1,1,1,0,2,400,2,false,false,false,Medina,King,98039,WA,47.612211,-122.223017
18046,cabin,3,2,2,0,8,1000,2,false,false,false,Groveland,Tuolumne,95321,CA,37.841272,-120.196294
18073,cabin,2,1,1,0,5,600,1,false,false,false,Ellijay,Gilmer,30536,GA,34.704441,-84.413799
18220,studio,0,1,1,0,4,684,2,false,false,false,Pagosa Springs,Archuleta,81147,CO,37.261988,-107.075490
18237,house,2,2,2,0,4,1064,2,false,false,false,Pagosa Springs,Archuleta,81147,CO,37.285627,-107.084142
18282,condo,2,2,2,0,6,1170,2,false,false,false,Pagosa Springs,Archuleta,81147,CO,37.258894,-107.072530
18336,condo,3,3,3,0,8,2200,1,false,false,false,Kapaa,Kauai,96746,HI,22.051268,-159.332568
18357,cottage,3,1,1,0,6,1067,2,false,false,false,Estes Park,Larimer,80517,CO,40.373930,-105.524380
18755,house,3,3,2,1,6,2248,1,false,false,false,Galveston,Galveston,77551,TX,29.274984,-94.819441
18788,cabin,3,2,2,0,8,1800,2,false,false,false,Arnold,Calaveras,95223,CA,38.258237,-120.331456
18801,cabin,3,2,2,0,8,1612,2,false,false,false,Camp Connell,Calaveras,95223,CA,38.310115,-120.259048
19067,cabin,2,1,1,0,4,864,2,false,false,false,San Bernardino,San Bernardino,92325,CA,34.245232,-117.281760
19204,studio,1,1,1,0,4,374,1,false,false,false,Squaw Valley,Placer,96146,CA,39.197799,-120.218371
19343,condo,2,2,2,0,6,1057,5,false,false,false,Estes Park,Larimer,80517,CO,40.362058,-105.502495
19565,condo,3,4,4,0,8,2402,2,false,false,false,Breckenridge,Summit,80424,CO,39.470080,-106.013703
19763,cabin,2,2,1,1,8,1400,2,false,false,false,McCall,Valley,83638,ID,44.923371,-116.082462
19858,townhouse,3,3,2,1,7,822,3,false,false,false,Park City,Summit,84098,UT,40.688029,-111.548523
20089,guest house,2,2,1,1,7,1096,2,false,false,false,Westport,Grays Harbor,98595,WA,46.907771,-124.111305
20103,condo,1,1,1,0,2,515,2,false,false,false,Lahaina,Maui,96761,HI,20.874501,-156.675420
20191,condo,3,2,2,0,8,1303,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.142727,-80.754900
20359,apartment,1,1,1,0,4,819,1,false,false,false,Dallas,Dallas,75201,TX,32.790645,-96.804580
20373,house,3,2,2,0,8,1200,2,false,false,false,Sunriver,Deschutes,97707,OR,43.888627,-121.425348
20629,cottage,1,1,1,0,4,560,1,false,false,false,McCall,Valley,83638,ID,44.917761,-116.090793
20881,house,3,2,2,0,10,1628,2,false,false,false,Black Butte Ranch,Deschutes,97759,OR,44.361128,-121.653522
21060,condo,3,3,2,1,8,1328,2,false,false,false,Big Sky,Gallatin,59716,MT,45.262817,-111.326440
21236,townhouse,3,3,2,1,8,1600,2,false,false,false,Moab,Grand,84532,UT,38.515952,-109.487510
21272,house,2,2,2,0,6,1632,7,false,false,false,Marathon,Monroe,33050,FL,24.758124,-80.966967
21302,studio,0,1,1,0,2,304,3,false,false,true,Miramar Beach,Walton,32550,FL,30.376168,-86.366424
21536,condo,2,2,2,0,8,1600,2,false,false,false,Daytona Beach,Volusia,32118,FL,29.232844,-81.010404
21566,duplex,2,1,1,0,6,576,1,false,false,true,Rockport,Aransas,78382,TX,28.024753,-97.056892
21658,house,3,3,3,0,6,1325,1,false,false,false,New Orleans,Orleans,70115,LA,29.920993,-90.111138
21684,house,4,2,2,0,10,1216,2,false,false,false,Galveston,Galveston,77554,TX,29.219415,-94.909396
21849,cabin,3,2,2,0,8,2000,2,false,false,false,Truckee,Nevada,96161,CA,39.358384,-120.237683
21925,villa,1,1,1,0,4,700,3,false,false,false,Seabrook Island,Charleston,29455,SC,32.592717,-80.165111
22215,townhouse,3,4,3,1,14,3535,2,false,false,false,Corpus Christi,Nueces,78418,TX,27.611427,-97.212718
22245,house,3,2,2,0,6,1025,2,false,false,false,Felton,Santa Cruz,95018,CA,37.031793,-122.075056
22293,cabin,2,3,2,1,8,2000,2,false,false,false,Sevierville,Sevier,37862,TN,35.779692,-83.663746
22545,house,3,2,2,0,9,"",2,false,false,false,Lago Vista,Travis,78645,TX,30.382144,-97.997290
22689,house,4,4,4,0,10,1900,2,false,false,false,Port St. Joe,Gulf,32456,FL,29.926530,-85.387586
23215,condo,1,1,1,0,4,515,1,false,false,false,Copper Mountain,Summit,80443,CO,39.500811,-106.145731
23329,house,3,3,3,0,12,2406,3,false,false,false,Rockport,Aransas,78382,TX,28.036712,-97.031389
23332,cabin,2,1,1,0,3,556,2,false,false,false,Big Bear,San Bernardino,92314,CA,34.260991,-116.841189
23391,cabin,1,1,1,0,2,400,2,false,false,true,Fredericksburg,Gillespie,78624,TX,30.463237,-98.879835
23399,condo,2,2,2,0,6,1326,1,false,false,false,Panama City Beach,Bay,32407,FL,30.177421,-85.808840
23456,cabin,2,2,2,0,5,1400,2,false,false,false,Whittier,Jackson,28789,NC,35.392311,-83.332441
23460,cabin,3,3,3,0,6,2000,2,false,false,false,Bryson City,Swain,28713,NC,35.439449,-83.473765
23528,house,3,2,2,0,10,"",2,false,false,false,North Hero,Grand Isle,05474,VT,44.832487,-73.293292
23921,condo,1,2,2,0,6,967,1,false,false,false,Destin,Okaloosa,32541,FL,30.385720,-86.474637
23952,condo,2,2,2,0,6,1200,3,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.464592
24043,house,5,4,3,1,12,2474,2,false,false,false,Sunriver,Deschutes,97707,OR,43.898776,-121.444568
24171,house,4,3,3,0,14,2340,2,false,false,false,Gleneden Beach,Lincoln,97388,OR,44.878426,-124.037714
24385,condo,2,2,2,0,8,1223,3,false,false,false,Panama City Beach,Bay,32413,FL,30.214026,-85.874249
24532,condo,2,2,2,0,6,1076,2,false,false,false,Panama City Beach,Bay,32407,FL,30.188697,-85.828130
24732,house,2,2,2,0,6,1256,1,false,false,false,Miramar Beach,Walton,32550,FL,30.380972,-86.379981
24886,house,2,4,3,1,11,1922,2,false,false,false,Gleneden Beach,Lincoln,97388,OR,44.884151,-124.032031
24992,studio,0,1,1,0,2,350,1,false,false,true,Miramar Beach,Walton,32550,FL,30.375978,-86.366315
25236,house,3,2,2,0,6,1662,2,false,false,false,Otis,Lincoln,97368,OR,44.986589,-123.982434
25671,studio,0,1,1,0,4,489,1,false,false,false,Panama City Beach,Bay,32408,FL,30.170112,-85.795552
25774,condo,2,2,2,0,6,1000,1,false,false,false,Sugar Mountain,Avery,28604,NC,36.125794,-81.863489
26079,condo,1,1,1,0,4,815,1,false,false,false,Seattle,King,98121,WA,47.614123,-122.347201
26085,cabin,5,3,2,1,10,2943,3,false,false,false,Alta,Salt Lake,84092,UT,40.587896,-111.645329
26170,house,3,2,2,0,8,1668,2,false,false,false,Warren,Washington,05674,VT,44.115096,-72.857030
26387,condo,2,3,2,1,4,1333,1,false,false,false,Pensacola Beach,Escambia,32561,FL,30.344819,-87.081039
26389,house,2,2,2,0,8,1379,2,false,false,false,Whitefield,Coos,03598,NH,44.400583,-71.616427
26474,house,4,3,3,0,12,1880,2,false,false,false,Ludlow,Windsor,05149,VT,43.350883,-72.735740
26520,house,4,2,2,0,5,"",2,false,false,false,Wilmington,Windham,05363,VT,42.867647,-72.822987
26535,house,4,1,1,0,7,1404,2,false,false,false,Rockaway Beach,Tillamook,97136,OR,45.608928,-123.945599
26602,townhouse,3,3,2,1,7,1800,2,false,false,false,Bartlett,Carroll,03812,NH,44.081955,-71.218473
26617,cabin,2,2,1,1,5,1500,1,false,false,false,Manitowish Waters,Vilas,54545,WI,46.070368,-89.803348
26758,house,3,3,2,1,7,2321,2,false,false,false,Shaver Lake,Fresno,93664,CA,37.077496,-119.332362
26934,condo,1,1,1,0,4,768,2,false,false,false,Whitefish,Flathead,59937,MT,48.480731,-114.355548
26987,house,4,2,2,0,11,2156,2,false,false,false,Land O'Lakes,Vilas,54540,WI,46.119996,-89.347195
27146,condo,3,2,2,0,8,1389,2,false,false,false,Donnelly,Valley,83615,ID,44.730890,-116.116399
27336,studio,0,1,1,0,5,500,1,false,false,false,Fort Morgan,Baldwin,36542,AL,30.232919,-87.890479
27342,condo,3,2,2,0,8,"",3,false,false,false,Vail,Eagle,81657,CO,39.645180,-106.393156
27396,cabin,2,2,2,0,6,1290,1,false,false,false,Sevierville,Sevier,37862,TN,35.763333,-83.596985
27607,condo,2,2,2,0,6,1401,2,false,false,false,Myrtle Beach,Horry,29572,SC,33.763521,-78.790694
27908,house,5,3,2,1,10,3000,3,false,false,false,Federal Way,King,98023,WA,47.272041,-122.336840
27910,house,3,3,2,1,6,2007,2,false,false,false,Westport,Grays Harbor,98595,WA,46.875238,-124.120080
28122,studio,0,1,1,0,4,250,1,false,false,true,Eagle River,Vilas,54521,WI,45.922049,-89.196077
28126,studio,0,1,1,0,4,250,1,false,false,true,Eagle River,Vilas,54521,WI,45.922019,-89.196034
28371,house,4,3,3,0,10,2312,2,false,false,false,Port Ludlow,Jefferson,98365,WA,47.868918,-122.680565
28383,condo,1,1,1,0,4,672,5,false,false,false,Pensacola Beach,Escambia,32561,FL,30.330328,-87.151446
28479,condo,1,1,1,0,4,476,2,false,false,false,Seattle,King,98121,WA,47.617560,-122.346361
28661,house,3,3,2,1,6,1742,4,false,false,false,Fennville,Allegan,49408,MI,42.584027,-86.223954
28720,condo,1,1,1,0,4,533,2,false,false,false,Lahaina,Maui,96761,HI,20.953654,-156.686817
29024,house,3,2,1,1,10,"",2,false,false,false,Montgomery,Franklin,05471,VT,44.878771,-72.611856
29057,condo,2,2,2,0,6,1130,1,false,false,false,Fort Morgan,Baldwin,36542,AL,30.236401,-87.877127
29203,condo,3,3,3,0,10,1808,2,false,false,false,Mammoth Lakes,Mono,93546,CA,37.640724,-118.968003
29455,condo,3,3,2,1,8,1447,2,false,false,false,Park City,Summit,84060,UT,40.654954,-111.505886
29525,condo,2,2,2,0,8,1160,3,false,false,false,Gulf Shores,Baldwin,36542,AL,30.249252,-87.677725
29666,house,5,3,3,0,10,2681,2,false,false,false,Gulf Shores,Baldwin,36547,AL,30.236848,-87.765216
29858,studio,0,1,1,0,4,"",1,false,false,false,Orange Beach,Baldwin,36561,AL,30.257514,-87.631648
29963,cabin,13,14,13,1,60,6508,1,false,false,false,Pigeon Forge,Sevier,37876,TN,35.793862,-83.486733
29976,condo,2,2,2,0,8,1224,1,false,false,false,Gatlinburg,Sevier,37738,TN,35.709737,-83.511849
30026,condo,2,2,2,0,6,1224,1,false,false,false,Gatlinburg,Sevier,37738,TN,35.709737,-83.511849
30035,cabin,4,3,3,0,11,1728,2,false,false,false,Pigeon Forge,Sevier,37863,TN,35.786141,-83.571263
30070,cabin,1,1,1,0,4,1014,1,false,false,false,Pigeon Forge,Sevier,37863,TN,35.761384,-83.548549
30110,cabin,1,2,2,0,6,1400,1,false,false,false,Pigeon Forge,Sevier,37862,TN,35.737473,-83.676772
30130,cabin,6,6,6,0,16,4081,2,false,false,false,Sevierville,Sevier,37876,TN,35.813091,-83.615669
30326,condo,2,2,2,0,6,1091,2,false,false,false,Panama City Beach,Bay,32407,FL,30.180664,-85.814167
30549,cabin,3,2,2,0,8,2000,2,false,false,false,Ronald,Kittitas,98940,WA,47.327862,-121.098348
30646,condo,2,2,2,0,8,"",2,false,false,false,Granby,Grand,80446,CO,40.049381,-105.899052
30692,house,3,3,2,1,8,2559,5,false,false,false,Aspen,Pitkin,81611,CO,39.114128,-106.832334
31267,house,6,6,6,0,14,3339,3,false,false,false,Davenport,Osceola,33896,FL,28.262054,-81.654084
31358,house,6,4,3,1,14,2434,7,false,false,false,Kissimmee,Osceola,34747,FL,28.312788,-81.612006
31572,condo,1,1,1,0,4,480,1,false,false,false,Keystone,Summit,80435,CO,39.607633,-105.942501
31717,condo,3,3,3,0,8,2208,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.169328,-80.723085
31841,house,6,5,5,0,14,3134,7,false,false,false,Hilton Head,Beaufort,29928,SC,32.114735,-80.808169
32057,condo,2,2,2,0,7,"",2,false,false,false,Granby,Grand,80446,CO,40.044865,-105.905401
32087,condo,3,2,2,0,8,1157,3,false,false,false,Panama City Beach,Bay,32413,FL,30.233254,-85.912307
32092,condo,2,2,2,0,6,1157,3,false,false,false,Panama City Beach,Bay,32413,FL,30.233152,-85.911948
32110,condo,2,2,2,0,6,1366,3,false,false,false,Panama City Beach,Bay,32407,FL,30.185553,-85.822425
32150,condo,3,3,3,0,8,1565,3,false,true,false,Panama City Beach,Bay,32413,FL,30.207035,-85.860898
32218,condo,1,2,2,0,6,883,1,false,false,false,Panama City Beach,Bay,32408,FL,30.140440,-85.754031
32294,condo,1,2,2,0,6,849,1,false,false,false,Panama City Beach,Bay,32413,FL,30.221456,-85.887199
32418,house,2,3,2,1,10,3676,3,false,false,false,Panama City Beach,Bay,32413,FL,30.264375,-85.980836
32422,house,3,2,2,0,8,1742,3,false,false,false,Panama City Beach,Bay,32413,FL,30.264487,-85.980078
32661,condo,2,2,2,0,6,870,3,false,false,false,Santa Rosa Beach,Walton,32459,FL,30.310736,-86.109370
32734,condo,1,2,1,1,6,800,3,false,false,false,Santa Rosa Beach,Walton,32459,FL,30.307169,-86.098308
32797,condo,3,3,3,0,8,1502,3,false,false,false,Seacrest,Walton,32461,FL,30.281179,-86.020428
32803,condo,2,2,2,0,8,1190,3,false,false,false,Seacrest,Walton,32461,FL,30.281132,-86.020455
32893,house,2,2,2,0,9,1350,2,false,false,false,Sunriver,Deschutes,97707,OR,43.887799,-121.427385
32959,villa,2,3,2,1,4,1484,2,false,false,false,Folly Beach,Charleston,29439,SC,32.663224,-79.946597
32987,house,3,2,2,0,6,1318,2,false,false,false,Folly Beach,Charleston,29439,SC,32.656752,-79.936910
33250,villa,2,2,2,0,6,953,3,false,false,false,Kiawah Island,Charleston,29455,SC,32.606368,-80.089251
33276,villa,2,2,2,0,5,1050,2,false,false,false,Seabrook Island,Charleston,29455,SC,32.592717,-80.165111
33358,condo,3,3,3,0,8,1420,2,false,false,false,Orange Beach,Baldwin,36561,AL,30.272798,-87.566891
33528,condo,2,2,2,0,6,1036,1,false,false,false,Banner Elk,Avery,28604,NC,36.187830,-81.869712
33532,cabin,3,4,3,1,8,1738,2,false,false,false,Sevierville,Sevier,37863,TN,35.779820,-83.664091
33748,condo,3,3,3,0,10,1650,2,false,false,false,Gulf Shores,Baldwin,36542,AL,30.244194,-87.709939
33862,cabin,3,2,1,1,6,1134,2,false,false,false,Sevierville,Sevier,37876,TN,35.803197,-83.499627
33878,cabin,2,2,2,0,8,936,2,false,false,false,Pigeon Forge,Sevier,37863,TN,35.764438,-83.548139
33925,cabin,5,3,3,0,11,2880,2,false,false,false,Blue Ridge,Fannin,30513,GA,34.878285,-84.448197
34130,house,4,3,3,0,10,4176,2,false,false,false,Eagle Crest,Deschutes,97756,OR,44.261787,-121.280301
34237,house,4,2,2,0,10,2082,2,false,false,false,Newport,Lincoln,97366,OR,44.587039,-124.064852
34255,house,3,3,2,1,8,1798,3,false,false,false,Kissimmee,Osceola,34746,FL,28.336362,-81.491076
34303,condo,2,2,2,0,4,"",7,false,false,false,Fort Myers Beach,Lee,33931,FL,26.404072,-81.887098
34338,condo,2,2,2,0,6,1181,3,false,false,false,Fraser,Grand,80468,CO,39.936413,-105.805891
34564,condo,3,2,2,0,6,1739,3,false,true,false,Davenport,Polk,33897,FL,28.321693,-81.659756
34618,condo,2,2,2,0,6,1394,3,false,true,false,Davenport,Polk,33897,FL,28.322615,-81.659859
34632,condo,2,2,2,0,6,1116,3,false,true,false,Davenport,Polk,33897,FL,28.322079,-81.659704
34747,suite,2,2,2,0,4,1394,3,false,true,false,Davenport,Polk,33897,FL,28.325343,-81.659457
34789,condo,3,2,2,0,8,1739,2,false,true,false,Davenport,Polk,33897,FL,28.325439,-81.657504
34987,condo,3,2,2,0,8,1614,3,false,true,false,Kissimmee,Osceola,34747,FL,28.338289,-81.649956
34991,condo,3,2,2,0,8,1614,3,false,true,false,Kissimmee,Osceola,34747,FL,28.337885,-81.651056
35052,condo,2,2,2,0,4,1222,1,false,false,false,Miramar Beach,Walton,32550,FL,30.369014,-86.324941
35060,condo,2,2,2,0,6,1207,3,false,false,false,Miramar Beach,Walton,32550,FL,30.369014,-86.324941
35108,condo,2,2,2,0,6,1141,2,false,true,false,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35119,condo,2,2,2,0,6,1141,1,false,true,false,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35132,condo,2,2,2,0,6,1141,3,false,true,false,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35134,condo,2,2,2,0,6,1141,3,false,true,true,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35148,studio,0,1,1,0,2,460,2,false,true,true,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35158,studio,0,1,1,0,2,460,1,false,true,false,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35367,condo,3,2,2,0,8,"",1,false,false,false,Panama City Beach,Bay,32408,FL,30.146608,-85.761421
35416,condo,1,1,1,0,5,792,3,false,false,false,Panama City Beach,Bay,32413,FL,30.205926,-85.859164
35478,condo,2,2,2,0,6,1034,3,false,true,false,Miramar Beach,Walton,32550,FL,30.374662,-86.359684
35520,condo,1,1,1,0,4,760,1,false,true,false,Miramar Beach,Walton,32550,FL,30.374662,-86.359684
35565,condo,1,2,2,0,5,1120,3,false,true,false,Miramar Beach,Walton,32550,FL,30.374689,-86.356883
35579,condo,1,2,1,1,6,900,1,false,false,false,Destin,Okaloosa,32541,FL,30.382430,-86.429051
35882,condo,2,2,2,0,6,1362,3,false,false,false,Destin,Okaloosa,32541,FL,30.385104,-86.465936
35883,condo,2,2,2,0,6,1227,3,false,false,false,Destin,Okaloosa,32541,FL,30.385116,-86.455139
35953,condo,1,1,1,0,4,716,1,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.468415
36007,condo,1,1,1,0,6,716,1,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.468415
